                  上证50 (000016) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	 
 2009/06/12	 2192.10	 2212.66	 2138.64	 2156.53	       35187732	    2189.81	    2158.47	    2078.75	    1945.72	    1759.42	    1807.73	           	           	           	           	      65.78	      58.27	      15.02	35187732.00	42064424.00	47916628.00	
 2009/06/15	 2164.45	 2219.49	 2150.55	 2217.38	       37723056	    2196.00	    2172.52	    2088.54	    1954.26	    1765.40	    1805.65	           	           	           	           	      67.33	      60.08	      14.50	37723056.00	40181028.00	45956320.00	
 2009/06/16	 2193.35	 2228.36	 2186.54	 2207.62	       32881280	    2198.09	    2185.81	    2097.81	    1962.68	    1771.22	    1803.59	           	           	           	           	      67.00	      61.47	      11.07	32881280.00	37843708.00	44162712.00	
 2009/06/17	 2203.54	 2242.40	 2173.77	 2236.08	       31343182	    2202.87	    2194.46	    2108.16	    1971.05	    1777.26	    1801.73	           	           	           	           	      68.25	      62.82	      10.85	31343182.00	34829944.00	41963276.00	
 2009/06/18	 2238.96	 2289.41	 2237.24	 2283.53	       44315444	    2220.23	    2205.41	    2119.83	    1980.34	    1783.70	    1800.94	           	           	           	           	      72.23	      64.71	      15.06	44315444.00	36290140.00	40144044.00	
 2009/06/19	 2287.04	 2316.37	 2281.01	 2309.22	       46699396	    2250.77	    2220.29	    2134.32	    1989.37	    1790.00	    1800.39	           	           	           	           	      76.58	      67.08	      19.00	46699396.00	38592472.00	40328448.00	
 2009/06/22	 2334.95	 2351.40	 2313.96	 2320.75	       46741452	    2271.44	    2233.72	    2151.74	    1998.45	    1796.39	    1800.12	           	           	           	           	      80.04	      69.67	      20.73	46741452.00	40396152.00	40288592.00	
 2009/06/23	 2283.80	 2374.62	 2279.12	 2331.50	       55655928	    2296.22	    2247.15	    2169.93	    2008.19	    1803.14	    1800.15	           	           	           	           	      82.69	      72.28	      20.82	55655928.00	44951080.00	41397396.00	
 2009/06/24	 2325.07	 2340.79	 2301.93	 2336.08	       49275208	    2316.22	    2259.54	    2188.18	    2016.92	    1810.50	    1800.20	           	           	           	           	      84.19	      74.66	      19.06	49275208.00	48537484.00	41683716.00	
 2009/06/25	 2337.17	 2356.57	 2324.96	 2335.92	       35044940	    2326.69	    2273.46	    2207.70	    2025.43	    1818.06	    1800.50	           	           	           	           	      84.39	      76.60	      15.57	35044940.00	46683384.00	41486760.00	
 2009/06/26	 2341.70	 2354.16	 2329.14	 2344.40	       29498288	    2333.73	    2292.25	    2225.36	    2034.21	    1825.80	    1800.40	           	           	           	           	      84.26	      78.14	      12.26	29498288.00	43243164.00	40917816.00	
 2009/06/29	 2347.89	 2392.00	 2341.77	 2391.07	       34522280	    2347.79	    2309.62	    2241.07	    2043.56	    1833.92	    1801.16	           	           	           	           	      86.93	      79.89	      14.07	34522280.00	40799328.00	40597740.00	
 2009/06/30	 2400.20	 2404.19	 2377.12	 2380.90	       40176280	    2357.67	    2326.95	    2256.38	    2052.37	    1842.03	    1801.59	           	           	           	           	      87.21	      81.36	      11.71	40176280.00	37703400.00	41327240.00	
 2009/07/01	 2369.51	 2444.10	 2367.34	 2440.90	       42368224	    2378.64	    2347.43	    2270.94	    2061.75	    1850.78	    1802.47	           	           	           	           	      91.23	      83.33	      15.79	42368224.00	36322004.00	42429744.00	
 2009/07/02	 2448.04	 2491.28	 2447.94	 2481.07	       50831776	    2407.67	    2367.18	    2286.30	    2071.55	    1859.92	    1803.37	           	           	           	           	      96.54	      85.97	      21.13	50831776.00	39479368.00	43081376.00	
 2009/07/03	 2459.89	 2509.22	 2454.92	 2508.28	       43199208	    2440.44	    2387.09	    2303.69	    2081.79	    1868.85	    1804.07	           	           	           	           	     101.77	      89.13	      25.28	43199208.00	42219552.00	42731360.00	
 2009/07/06	 2511.17	 2556.87	 2511.17	 2549.49	       58970812	    2472.13	    2409.96	    2321.84	    2094.01	    1877.74	    1804.96	           	           	           	           	     108.00	      92.91	      30.18	58970812.00	47109260.00	43954296.00	
 2009/07/07	 2546.05	 2562.20	 2507.72	 2516.99	       57102004	    2499.35	    2428.51	    2337.83	    2105.17	    1886.48	    1806.20	           	           	           	           	     109.05	      96.14	      25.83	57102004.00	50494404.00	44098904.00	
 2009/07/08	 2487.67	 2519.54	 2432.42	 2502.15	       52535216	    2511.60	    2445.12	    2352.33	    2115.29	    1895.41	    1807.51	           	           	           	           	     107.45	      98.40	      18.11	52535216.00	52527804.00	44424904.00	
 2009/07/09	 2495.70	 2532.56	 2480.18	 2531.98	       43084784	    2521.78	    2464.72	    2369.09	    2125.16	    1904.45	    1809.31	           	           	           	           	     107.35	     100.19	      14.33	43084784.00	50978404.00	45228888.00	
 2009/07/10	 2533.43	 2543.68	 2504.66	 2519.07	       39991936	    2523.94	    2482.19	    2387.22	    2134.66	    1913.43	    1811.14	           	           	           	           	     105.02	     101.16	       7.73	39991936.00	50336952.00	46278252.00	
 2009/07/13	 2500.65	 2507.21	 2466.40	 2467.49	       40230712	    2507.54	    2489.83	    2399.72	    2143.40	    1922.21	    1812.65	           	           	           	           	      97.89	     100.50	      -5.23	40230712.00	46588932.00	46849096.00	
 2009/07/14	 2478.11	 2549.00	 2478.11	 2548.77	       43916392	    2513.89	    2506.62	    2416.78	    2153.49	    1931.14	    1814.54	           	           	           	           	      97.66	      99.93	      -4.54	43916392.00	43951808.00	47223108.00	
 2009/07/15	 2559.07	 2581.56	 2558.31	 2576.78	       52339528	    2528.82	    2520.21	    2433.82	    2164.43	    1940.37	    1816.08	           	           	           	           	      98.61	      99.67	      -2.12	52339528.00	43912672.00	48220236.00	
 2009/07/16	 2598.65	 2630.96	 2575.39	 2598.07	       53979184	    2542.04	    2531.91	    2449.54	    2175.12	    1949.51	    1817.70	           	           	           	           	      99.93	      99.72	       0.41	53979184.00	46091552.00	48534976.00	
 2009/07/17	 2598.96	 2617.71	 2579.58	 2604.35	       44109796	    2559.09	    2541.51	    2464.30	    2186.35	    1958.46	    1818.96	           	           	           	           	     100.32	      99.84	       0.96	44109796.00	46915124.00	48626036.00	
 2009/07/20	 2615.30	 2658.63	 2597.25	 2652.03	       55726152	    2596.00	    2551.77	    2480.86	    2199.30	    1967.74	    1820.53	           	           	           	           	     103.29	     100.53	       5.51	55726152.00	50014212.00	48301572.00	
 2009/07/21	 2664.96	 2685.43	 2618.36	 2622.71	       54102024	    2610.79	    2562.34	    2495.43	    2211.74	    1976.79	    1822.04	           	           	           	           	     102.10	     100.84	       2.51	54102024.00	52051336.00	48001572.00	
 2009/07/22	 2622.28	 2678.19	 2621.74	 2677.15	       49337588	    2630.86	    2579.84	    2512.48	    2225.35	    1986.20	    1823.71	           	           	           	           	     104.34	     101.54	       5.60	49337588.00	51450948.00	47681808.00	
 2009/07/23	 2681.40	 2720.63	 2662.14	 2717.23	       50498696	    2654.69	    2598.36	    2531.54	    2240.18	    1996.02	    1825.95	           	           	           	           	     108.11	     102.86	      10.51	50498696.00	50754852.00	48423200.00	
 2009/07/24	 2733.29	 2752.57	 2684.92	 2743.02	       57934236	    2682.43	    2620.76	    2551.48	    2255.46	    2006.03	    1828.57	           	           	           	           	     111.89	     104.66	      14.45	57934236.00	53519740.00	50217432.00	
 2009/07/27	 2753.68	 2805.76	 2752.17	 2805.04	       61151100	    2713.03	    2654.52	    2572.17	    2270.53	    2016.24	    1831.49	           	           	           	           	     118.52	     107.43	      22.17	61151100.00	54604728.00	52309468.00	
 2009/07/28	 2803.64	 2807.71	 2767.02	 2799.31	       56407272	    2748.35	    2679.57	    2593.09	    2285.59	    2025.97	    1834.06	           	           	           	           	     121.91	     110.33	      23.16	56407272.00	55065780.00	53558556.00	
 2009/07/29	 2788.67	 2829.80	 2583.07	 2671.59	       73214600	    2747.24	    2689.05	    2604.63	    2297.48	    2034.65	    1835.83	           	           	           	           	     112.99	     110.86	       4.25	73214600.00	59841180.00	55646064.00	
 2009/07/30	 2702.46	 2771.35	 2662.87	 2754.19	       63312272	    2754.63	    2704.66	    2618.28	    2310.70	    2043.53	    1837.97	           	           	           	           	     111.30	     110.95	       0.70	63312272.00	62403896.00	56579372.00	
 2009/07/31	 2782.87	 2818.55	 2746.32	 2816.89	       56765800	    2769.40	    2725.92	    2633.72	    2324.64	    2052.70	    1840.39	           	           	           	           	     113.71	     111.50	       4.41	56765800.00	62170208.00	57844976.00	
 2009/08/03	 2832.82	 2840.16	 2794.45	 2837.74	       50234752	    2775.94	    2744.49	    2648.13	    2338.75	    2061.99	    1842.54	           	           	           	           	     115.96	     112.39	       7.14	50234752.00	59986940.00	57295832.00	
 2009/08/04	 2849.41	 2849.41	 2763.01	 2810.26	       53554468	    2778.13	    2763.24	    2662.79	    2351.88	    2071.00	    1844.72	           	           	           	           	     114.22	     112.76	       2.92	53554468.00	59416380.00	57241080.00	
 2009/08/05	 2805.42	 2805.81	 2734.38	 2761.96	       57404984	    2796.21	    2771.72	    2675.78	    2364.56	    2079.85	    1846.65	           	           	           	           	     107.69	     111.74	      -8.10	57404984.00	56254456.00	58047816.00	
 2009/08/06	 2737.52	 2755.60	 2654.86	 2698.25	       45879624	    2785.02	    2769.82	    2684.09	    2375.60	    2087.71	    1848.52	           	           	           	           	      96.27	     108.65	     -24.75	45879624.00	52767924.00	57585912.00	
 2009/08/07	 2694.95	 2718.88	 2621.11	 2634.49	       39044704	    2748.54	    2758.97	    2689.87	    2385.28	    2094.52	    1850.18	           	           	           	           	      81.14	     103.15	     -44.01	39044704.00	49223708.00	55696956.00	
 2009/08/10	 2658.58	 2673.02	 2572.50	 2611.99	       35160496	    2703.39	    2739.67	    2697.09	    2395.12	    2101.59	    1851.97	           	           	           	           	      66.57	      95.83	     -58.53	35160496.00	46208856.00	53097896.00	
 2009/08/11	 2622.94	 2627.73	 2582.15	 2614.85	       24135280	    2664.31	    2721.22	    2700.40	    2404.99	    2109.41	    1853.61	           	           	           	           	      54.62	      87.59	     -65.94	24135280.00	40325016.00	49870696.00	
 2009/08/12	 2608.05	 2610.67	 2489.93	 2493.48	       38266112	    2610.61	    2703.41	    2696.23	    2412.74	    2116.23	    1854.96	           	           	           	           	      34.95	      77.06	     -84.22	38266112.00	36497244.00	46375848.00	
 2009/08/13	 2493.23	 2535.37	 2449.38	 2528.64	       38164960	    2576.69	    2680.85	    2692.76	    2420.71	    2123.17	    1856.59	           	           	           	           	      21.95	      66.04	     -88.18	38164960.00	34954312.00	43861120.00	
 2009/08/14	 2520.86	 2532.41	 2445.31	 2463.52	       36173124	    2542.50	    2645.52	    2685.72	    2428.11	    2129.25	    1857.84	           	           	           	           	       6.32	      54.10	     -95.55	36173124.00	34379996.00	41801852.00	
 2009/08/17	 2418.32	 2453.71	 2327.28	 2331.72	       39833624	    2486.44	    2594.92	    2669.70	    2434.10	    2135.01	    1858.59	           	           	           	           	     -16.51	      39.97	    -112.97	39833624.00	35314620.00	40761736.00	
 2009/08/18	 2313.16	 2354.88	 2278.35	 2342.81	       33019508	    2432.03	    2548.17	    2655.71	    2440.35	    2140.69	    1859.74	           	           	           	           	     -33.33	      25.31	    -117.28	33019508.00	37091464.00	38708240.00	
 2009/08/19	 2348.97	 2355.44	 2206.60	 2230.72	       34285056	    2379.48	    2495.05	    2633.39	    2444.68	    2145.89	    1860.76	           	           	           	           	     -55.07	       9.24	    -128.61	34285056.00	36295256.00	36396248.00	
 2009/08/20	 2240.10	 2334.36	 2240.10	 2333.49	       33147630	    2340.45	    2458.57	    2614.20	    2451.15	    2152.07	    1862.25	           	           	           	           	     -63.27	      -5.26	    -116.01	33147630.00	35291788.00	35123048.00	
 2009/08/21	 2326.67	 2392.03	 2309.54	 2367.57	       36309228	    2321.26	    2431.88	    2595.43	    2457.42	    2158.53	    1863.92	           	           	           	           	     -66.26	     -17.46	     -97.59	36309228.00	35319008.00	34849500.00	
 2009/08/24	 2384.34	 2388.07	 2342.87	 2368.05	       30612142	    2328.53	    2407.49	    2573.58	    2462.27	    2165.23	    1865.63	           	           	           	           	     -67.81	     -27.53	     -80.55	30612142.00	33474712.00	34394668.00	
 2009/08/25	 2355.20	 2355.20	 2194.00	 2259.55	       39112584	    2311.88	    2371.96	    2546.59	    2465.35	    2170.13	    1866.84	           	           	           	           	     -76.90	     -37.41	     -78.99	39112584.00	34693328.00	35892396.00	
 2009/08/26	 2239.66	 2317.68	 2225.81	 2292.49	       30669728	    2324.23	    2351.86	    2527.63	    2467.73	    2175.11	    1868.57	           	           	           	           	     -80.52	     -46.03	     -68.99	30669728.00	33970264.00	35132760.00	
 2009/08/27	 2277.38	 2316.24	 2247.48	 2276.01	       31730820	    2312.73	    2326.59	    2503.72	    2469.43	    2180.11	    1870.11	           	           	           	           	     -83.76	     -53.57	     -60.37	31730820.00	33686900.00	34489344.00	
 2009/08/28	 2273.65	 2287.53	 2177.92	 2193.52	       38396800	    2277.92	    2299.59	    2472.56	    2469.99	    2184.89	    1870.72	           	           	           	           	     -91.92	     -61.24	     -61.35	38396800.00	34104416.00	34711712.00	
